,Unnamed: 0,req1,req2,Label,req1Product,req2Product
18,39,inspector should have angle tooltip for cs value a appropriate,flex item sizing outline doe not always rotate to match item on page,0,DevTools,DevTools
19,7156,middle mouse button should work more consistently also ctrl click,promisedocumentflushed need to wait until presshell no longer need style and layout flush,0,Firefox,Core
20,2951,tracking request for static analysis,investigating support intel cet feature,0,Firefox Build System,Firefox Build System
21,627,indicate whether link will open in new window,remove unused code from webrenderimagelayer rendermasklayer,0,Core,Core
22,6426,http bug for firefox adoption of http feature,ensure we check that onstatuschange fired for foreground browser where applicable before acting on it,0,Core,Firefox
23,4168,improve discoverability of login autocompletion used with multiple account,support local development/testing in glean,0,Toolkit,Toolkit
24,3727,container test pilot compatibility issue,create first run template and content for return to amo experience,0,WebExtensions,Firefox
25,5910,fission mochitest helper,use base profile from testing/profiles in xpcshell,0,Core,Testing
26,1159,stage wr train blocker for webrender on by default riding train on qualified window,stuttery scrolling on,1,Core,Core
27,2512,uninterruptible reflow at set scrollposition chrome //global/content/bindings/scrollbox xml,ship system add ons with normandy,0,Toolkit,Firefox
28,2416,sync change required for autofill/payment work,allow html based about config to ride train to release once product ha signed off,0,Firefox,Toolkit
29,644,asynchronous javascript api for downloads,allow non templated us of autotimer,0,Toolkit,Toolkit
30,1070,improve storage,provide shadow dom piercing queryselector and queryselectorall for extension,0,Core,WebExtensions
31,2796,don popup new window while mouse button is down,mac issue strong warning or exit browser on local build if moz developer repo dir not set,0,Core,Core
32,7880,write mach command to post patch to review board and post link to bugzilla,pin path in distributed sccache toolchain archive produced in automation,0,Firefox Build System,Firefox Build System
33,5974,make about support more useful,don prompt to save single character password,0,Toolkit,Toolkit
34,6260,mozilla a file manager/task launcher,investigate whitelisting xul attribute tooltiptext in dom overlay,0,Firefox,Core
35,4241,font editor mvp,unprefix moz fit content and moz available keywords,0,DevTools,Core
36,2978,store higher resolution favicons in place,remove support for toolbarbutton type= menu button /,0,Firefox,Toolkit
37,2136,major architectural improvement for bugzilla codebase,add migration code for multiple alias in bugzilla,0,Bugzilla,Bugzilla
38,3369,replace legacy action with webdriver action command in marionette client,add code coverage for javascript code,0,Testing,Core
39,1475,tracking support session manager session manager tab session manager mysessions session sync session bos session buddy tab mix plus a webextensions,implement persistence for isenabled/iscollapsed for section that work with webextension section,0,WebExtensions,Firefox
40,2803,reduce overhead of network panel recording,j error in event handler lack file and line number info,0,DevTools,Core
41,5311,use devtools specific blocking reason for manual resource blocking,implement shadow dom layout part,0,DevTools,Core
42,1731,wrap window to undefs deceptive macro replacing them with proper alias,uninitialized class member review of fix by per module,0,Core,Firefox Build System
43,3875,contextual identity / container bug,convert abouttelemetry dtd to use fluent instead,0,Core,Toolkit
44,2711,add applescript support and capability to mozilla on mac g applescript/osa script menu,clean up toolbar menubar ~ tabstoolbar selector,0,Firefox,Firefox
45,6259,process hang monitor should specify which page is slowing down firefox,dynamic module import doesn work in webextension content script,0,Core,WebExtensions
46,6366,rewrite about addons,handle tabbrowser arrowscrollbox xbl logic from within tabbrowser tab,0,Toolkit,Firefox
47,7377,move icon optimization off main thread,support debit card in about preference,0,Toolkit,Firefox
48,1936,support microsoft internet keyboard hotkeys,intermittent linux qr debug reftest test unexpected fail tests/reftest/tests/editor/reftests/caret on presshell reinit ref html assertion count is more than expected to assertion,0,Core,Core
49,3881,tracking highlighter issue,debugger should provide way to not remove object actor pause on clientevaluate,0,DevTools,DevTools
50,8120,implement webextensions api to give access to specific preference,allow webextensions to disable javascript,0,WebExtensions,WebExtensions
51,8119,de xbl,migrate notificationbox to j class,0,Core,Toolkit
52,74,seamonkey comm central malfunctions/errors,port bug add tag property attribute to pageinfo view to seamonkey,0,SeaMonkey,SeaMonkey
53,4290,phase switch builtin search engine to webextensions,load localizable name and description for webextensions from fluent file,0,Firefox,WebExtensions
54,3472,quantum mvp,re enable/adjust web platform test result based on new timeout multiplier,0,Core,Testing
55,7824,capstone project improve tooling and convert more part of browser to use fluent spring,commit access level for avery berninger,1,Core,mozilla.org
56,7598,add contextual warning to username/password field on http page,set journal size limit on favicons sqlite,0,Firefox,Toolkit
57,4868,feature request implement add bookmark here option in firefox quantum,change extensioncontrolled string for home page and new tab page,0,Firefox,WebExtensions
58,7898,pocket adzerk integration in,ad server handle multiple shim being passed,1,Firefox,Firefox
59,6743,visible prefs to control frame accessibility improvement,spring gif modern and communicatoricons small png classic,0,SeaMonkey,SeaMonkey
60,787,support microsoft internet keyboard hotkeys,consider using direct jump for ion ic,0,Core,Core
61,3308,displaying awesomebar panel could be smoother,remove all code adding description annotation,0,Firefox,Toolkit
62,2328,modernize crash handling and related area,move richlistbox handlersview off of xbl,0,Firefox,Toolkit
63,3085,add way for webextensions to let user chose custom action to downloads,implement persistent event capability for webextensions,0,WebExtensions,WebExtensions
64,1657,ability to move content area from tab into new window link/delink/detach tab port bug,drop support for moz border color in seamonkey,0,SeaMonkey,SeaMonkey
65,2098,skipped/disabled mochitest test,remove enableprivilege call in safebrowsing test case,0,Testing,Toolkit
66,2198,extend webextensions with custom apis so more legacy add ons can be ported,api to open search result in new tab,0,WebExtensions,WebExtensions
67,5312,implement overlay scrollbars,add statically updated per tab cpu and ram monitor,0,Core,Firefox
68,513,implement webextensions api to give access to specific preference,show that hidden tab is using webrtc,0,WebExtensions,WebExtensions
69,7254,mach try coverage tracking bug,detect unused file in tree,0,Testing,Firefox Build System
70,103,platform and o list per product,new bugzilla bug should return undef instead of object with error set,0,Bugzilla,Bugzilla
71,2858,redirect moved bug to new installation,separate login name and email into separate database field,0,Bugzilla,Bugzilla
72,218,use native menu in rdm,j error in event handler lack file and line number info,0,DevTools,Core
73,1392,support microsoft internet keyboard hotkeys,add preference to allow proximity sensor triggering of vrdisplayactivate and vrdisplaydeactivate,0,Core,Core
74,3983,enable building firefox on window,remove in and out from pdfium,0,Firefox Build System,Firefox
75,2527,firefox preference ui for webvr feature,make sure dummy channel used for accessing cookie manager api ha correct tracking status,0,Firefox,Core
76,3210,seamonkey delete key should delete location bar history list entry,rfe option to auto select alternate stylesheets for site in session,0,SeaMonkey,Firefox
77,6252,add various doorhanger tooltips to style editor rule computed view,freezing all packet from localdebuggertransport slow down inspector,0,DevTools,DevTools
78,695,detailed information about page resource usage cpu/memory,avoid refresh driver tick in window that aren ready for first paint yet,0,Firefox,Core
79,6168,add security console utils class that will be responsible for creating and sending security related message to console,rust api for debugger instance,0,DevTools,Core
80,5645,remote debugging ng milestone,remote dbg next ux implementation show basic information about target in about devtools toolbox,1,DevTools,DevTools
81,2458,proxy map http error to necko error so internet keywords and domain guessing would work,web payment web platform test are failing in linux,0,Core,Core
82,2854,mach command for uploading patch to bugzilla,consolidate generate build stats into build mozharness action,0,Firefox Build System,Firefox Build System
83,863,track backlog,remove replace moz dev edition check in moz diagnostic assert definition,0,DevTools,Core
84,6070,stuff we can remove now that xul extension are no longer supported,throttle scrollbox scroll button disabled state update while scrolling to avoid flushing layout,0,Firefox,Toolkit
85,2262,create task to sign mac build created in taskcluster,remove mingw gcc build job from central,0,Firefox Build System,Firefox Build System
86,7314,debugger inspection,use objectclient release instead of debuggerclient release in rep,0,DevTools,DevTools
87,2941,de xbl,migrate one xul test document to html and confirm that we don break intermittent tracking in treeherder,0,Core,Toolkit
88,4579,buglist column improvement,database version checking need to be more modular and more generic,0,Bugzilla,Bugzilla
89,5129,review regex for exception safety and include it in config/stl header,mozlint refactor job creation and setup logic,0,Firefox Build System,Firefox Build System
90,6628,modify t paint to report additional information,mozprocess allow tracking of process which fork themselves and leave zombie process behind,0,Testing,Testing
91,6238,theming api google chrome theme parity,show that tab are hidden and all implication,0,WebExtensions,WebExtensions
92,3743,implement built in pwdhash,update ui of breached login indicator,0,Toolkit,Toolkit
93,509,remove and related code,add window support to build config h,0,Firefox Build System,Core
94,5699,use flatpak framework to distribute firefox for linux user,enable eslint for gfx/,0,Firefox Build System,Core
95,7066,advanced preference button or menu entry needed,view message watched thread all not just unread one,0,SeaMonkey,SeaMonkey
96,3382,bugzilla hci research result,add foreign key constraint for version table and milestone table,0,Bugzilla,Bugzilla
97,3203,enable jsvm code coverage collection on ccov,add web platform test to test verify in automation,0,Testing,Testing
98,5150,tracking request for static analysis,remove configure reference to gonk,0,Firefox Build System,Firefox Build System
99,4128,clang static analysis fix clang analyzer/scan build or clang tidy,static analysis coverity update model file to support n runtimeabort,0,Firefox Build System,Firefox Build System
100,2167,tracking browsingdata api support for android webextensions,private browsing new tab page should alert user that extension are disabled by default,0,WebExtensions,WebExtensions
101,7092,tracking highlighter issue,url reported to console can be overly long,0,DevTools,DevTools
102,4859,stop using not target selector in svg for firefox ui,download pop up dialog should show url before accepting/starting download,0,Firefox,Toolkit
103,4824,de xbl,come up with more consistent pattern for inheriting attribute for mozelement custom element,0,Core,Toolkit
104,420,debugger inspection,optimize react render for inspector/boxmodel,0,DevTools,DevTools
105,1750,remove getter/setter classops,o file expose temporary directory profile directory,0,Core,Toolkit
106,4322,add expunge now button to toolbar,better easier logging/diagnostics for thunderbird,0,SeaMonkey,Thunderbird
107,4631,ship control flow integrity cfi,schedule inclusive test suite don work,0,Firefox Build System,Firefox Build System
108,1217,support multiple content process when debugging service worker from about debugging,expose blocked resource reason on nsiloadinfo,0,DevTools,Core
109,2755,run static analyzer on our code,update mozilla central package json to be more generic and move existing eslint module to dev dependency,0,Firefox Build System,Firefox Build System
110,2886,create/update release note,replace bookmark manager with firefox library in seamonkey,0,SeaMonkey,SeaMonkey
111,1227,build webrender api with opt,third party manifest tracking moz yaml,0,Core,Firefox Build System
112,1534,drop support for type= timed for textboxes,add pyd and pyo binary extension to download protection,0,Toolkit,Toolkit
113,5612,content process in build are not updating code coverage counter,run raptor youtube playback firefox job on integration branch with alerting enabled,0,Testing,Testing
114,3176,feedback needed for form autofill ux design,uninterruptible reflow at onxblpopupshowing chrome //global/content/bindings/popup xml,0,Firefox,Toolkit
115,2663,collect telemetry when sslkeylogfile is in use,fix browser temporary permission j to work with fission,0,Core,Firefox
116,6780,tracking request for static analysis,add macos pgo build to taskcluster,0,Firefox Build System,Firefox Build System
117,925,stuff we can remove now that xul extension are no longer supported,drop support for type= timed for textboxes,0,Firefox,Toolkit
118,2201,reduce number of jsms loaded in content process,quantumbar should notify webextension webnavigation of transition data,0,Firefox,WebExtensions
119,4510,de xbl convert glodasearch binding,remove support for keepcurrentinview,0,Thunderbird,Toolkit
120,3399,add to addressbook should detect lastname firstname style name,opendocument file odf format extension in compose window should show reminder window to not forget to add attachment,0,Thunderbird,Thunderbird
121,1825,coverity static analysis fix,remove useragentupdates jsm,0,Firefox Build System,Core
122,2481,allow devedition to be created via repack take,cs value support cs min / max / clamp function,0,DevTools,Core
123,1624,use single module for history and site data cleanup/sanitization,ux malicious software warning copy design and illustration update,0,Toolkit,Firefox
124,1829,proxy map http error to necko error so internet keywords and domain guessing would work,update string of animation warning for transform like property,0,Core,Core
125,2606,review loginitem localization with fluent before exposing it to localization,allow creating simplechannel instance from j,0,Toolkit,Core
126,3017,efficient j file api,convert memorytelemetry jsm to,0,Toolkit,Core
127,3922,allow for multiple initialowner or initialqacontact instance per component,bugzilla config parampanels is only defined if something call load params,0,Bugzilla,Bugzilla
128,2537,add complete webdriver support,deploy public bugzilla etl,0,Testing,Testing
129,6262,enable eslint on more test file,disable safebrowsing test for mingwclang build,0,Firefox Build System,Toolkit
130,3798,mach/mozbuild feature tracking,convert some toolchain task to use git fetch,0,Firefox Build System,Firefox Build System
131,444,implement webextensions api to give access to specific preference,webextension api to move toolbars,0,WebExtensions,WebExtensions
132,161,add way to inject codemirror plugins inside devtools editor component,webrequest filename is missing from requestbody,0,WebExtensions,WebExtensions
133,1921,tracking highlighter issue,add extra server side test for walker when querying shadow host,0,DevTools,DevTools
134,7478,return to amo,allowing open webextensions content page directly in private mode,0,WebExtensions,Firefox
135,2692,room history mercury,audio folly of twenty thirteen,1,Infrastructure & Operations,Infrastructure & Operations
136,4108,indicate whether link will open in new window,print preview isn a good a ie for mac,0,Core,Core
137,496,add complete webdriver support,ensure necessary artifact are uploaded so symbolic link and generated code can be resolved,0,Testing,Testing
138,4528,tracking request for static analysis,mach terminal control character on window,0,Firefox Build System,Firefox Build System
139,859,photon make firefox start more quickly,aero selection styling bottom border is too much bright,0,Firefox,Toolkit
140,7713,form autofill preference,load global cs and browser cs skin stylesheets earlier,0,Toolkit,Firefox
141,2019,photon eliminate or greatly reduce pause that can occur randomly in front end code,self support should wait for idle callback before delayed initialization,1,Firefox,Firefox
142,3332,when saving html message provide option to also save remote image mhtml,interactive status bar,0,Thunderbird,Thunderbird
143,1447,improve password management ui,download dialog should display entire url to file and be selectable,0,Toolkit,Firefox
144,7405,support microsoft internet keyboard hotkeys,remove nshtmlentities cpp,0,Core,Core
145,6369,tracking request for static analysis,i snap connects to github com,0,Firefox Build System,Firefox Build System
146,4615,support for ui language switcher add ons,add test for background device request,0,WebExtensions,Firefox
147,5313,devtools support for shadowdom and webcomponents,using import from sandbox throw with n error out of memory,0,DevTools,Core
148,5343,photon make firefox start more quickly,uninterruptible reflow at set scrollposition chrome //global/content/bindings/scrollbox xml,0,Firefox,Toolkit
149,3079,implement webextensions api to give access to specific preference,make accentcolor and textcolor optional,0,WebExtensions,WebExtensions
150,6143,add tor build chain to taskcluster,disable spectre mitigation warning for window msvc,0,Firefox Build System,Core
151,6726,add applescript support and capability to mozilla on mac g applescript/osa script menu,animate height change of result panel,0,Firefox,Firefox
152,3258,clang static analysis fix clang analyzer/scan build or clang tidy,instruction cache aren flushed on window,0,Firefox Build System,Core
153,5469,fix wunused lambda capture warning,ignore return value of isselectable in order to make sure coverity isn confused by unchecked return value with isselectable returning boolean,0,Firefox Build System,Core
154,2506,built in framescripts register observer for each tab,consider batching mutation to one per paint,0,Firefox,Core
155,4099,request for enhancement to download file dialog,o file read/write string with encoding,0,Toolkit,Toolkit
156,4504,add applescript support and capability to mozilla on mac g applescript/osa script menu,address settle time regression from optimistic loading,0,Firefox,Firefox
157,6920,display if dns resolution used trr or not,rationalize how bytecodeemitter generates column number source note,0,DevTools,Core
158,7798,implement sidebar toolbars etc,show that webextension is managing tracking protection setting,0,WebExtensions,WebExtensions
159,7575,kick off preloading about newtab at better time,use consistent appearance for selected richlistitems,0,Firefox,Toolkit
160,6198,devtools support for scrolling snap point,implement cs scroll snap update implementation to latest cr spec,1,DevTools,Core
161,6885,sessionstore feature development,support for gnome sound,0,Firefox,Core
162,2414,new/modified test verification,add placeholder for not covered file,0,Testing,Testing
163,7665,allow remove logged status for basic authentication site in page info,serviceworker test should run with cookiepolicy,0,Firefox,Core
164,2353,tracking create basic quality metric instrumentation and graph for webextensions feature,enable check for test left extra window or tab in geckoview extension test,0,WebExtensions,WebExtensions
165,4536,build and rollup for seamonkey,thunderbird should have session restore,0,SeaMonkey,Thunderbird
166,1653,console jsterm improvement,make source text top level content reducer in redux,0,DevTools,DevTools
167,2362,tracking issue necessary for sidebar tab management,feature request tab removescript,0,WebExtensions,WebExtensions
168,1156,change pref container dialog to control panel container,seamonkey delete key should delete location bar history list entry,0,SeaMonkey,SeaMonkey
169,259,font inspector,enable javascript startup bytecode cache for devtools code,0,DevTools,Core
170,4754,debugger inspection,try to optimize toolbox startup by running more code in parallel between parent and content process,0,DevTools,DevTools
171,6813,helper app management,update design for top site search shortcut tile,0,Firefox,Firefox
172,7719,display service worker console message on related window in different child process,have openuilinkin provide correct triggeringprincipal,0,DevTools,Core
173,7228,insert context menu in consistent order,show that hidden tab is using webrtc,0,WebExtensions,WebExtensions
174,2908,reduce png/gif usage in source code,stop shipping tree based about config implementation in firefox desktop,0,Toolkit,Firefox
175,5382,vendor and create mediadatadecoder wrapper,mingw build improvement,0,Core,Firefox Build System
176,4292,tracking create basic quality metric instrumentation and graph for webextensions feature,tab group api,0,WebExtensions,WebExtensions
177,4705,add tor build chain to taskcluster,stylo upgrade bindgen to,0,Firefox Build System,Core
178,6036,update sendkeys command parameter to match webdriver spec,investigate if gc running on timer is problem for per test coverage,0,Testing,Testing
179,324,support microsoft internet keyboard hotkeys,remove mreferenceframe from nsdisplayitem,0,Core,Core
180,7232,support gecko profiler for firefox/android,add filter tooltip for backdrop filter,0,Core,DevTools
181,1178,fix wunused lambda capture warning,enable eslint for dom/cache/test/xpcshell/,0,Firefox Build System,Core
182,5097,coverity static analysis fix,disable wasm on window,0,Firefox Build System,Core
183,6127,detailed information about page resource usage cpu/memory,add mozbeforeinitialxullayout event,0,Firefox,Core
184,2773,contextually suggest importing password a autocomplete entry,remove linux only toolbarbutton dropdown binding,0,Toolkit,Firefox
185,1075,implement cs font module level,play icon doesn show when we enable blocking autoplay for web audio,0,Core,Core
186,7957,photon firefox animation improvement,update testdllblocklist gtests to work with launcher process,0,Firefox,Core
187,8036,seamonkey comm central malfunctions/errors,update pageinfo to use sitepermissions jsm,0,SeaMonkey,SeaMonkey
188,2973,fission make browserchild ready for fission,migrate findbar xbl binding to custom element,0,Toolkit,Core
189,2461,when saving message a eml file should save full html content a complete web page with embedded mime part or at least allow to do so,de xbl remove addrbooks menupopup binding refactor to using menulist is= menulist addrbooks instead,0,Thunderbird,Thunderbird
190,368,move all bugzilla javascript into separate file,create emailprefs table,0,Bugzilla,Bugzilla
191,6818,enable pref for custom svg icon support via theming api,allow open new tab from address bar,0,WebExtensions,WebExtensions
192,1463,content process in build are not updating code coverage counter,upgrade to webdriver,0,Testing,Testing
193,5116,pref for fingerprinting resistance in private browsing mode,limit feature to internal built in/partner search extension,0,Firefox,WebExtensions
194,1090,helper app management,trailhead about welcome page update,0,Firefox,Firefox
195,4219,open/display m office document in firefox ecma office open xml xlsx docx pptx,import crlite enrollment state into cert storage,0,Firefox,Core
196,1071,savestateasync shouldn pile up on existing jank,replace nslayouthistorystate and nspresstate with something easier to serialize,0,Firefox,Core
197,3929,store higher resolution favicons in place,blockliststate property should be saved in add ons database,0,Firefox,Toolkit
198,6702,support in mailcap helper,switch activitystreampreferences to service prefs,0,Firefox,Firefox
199,3891,move dark mode theme logic out of lightweightthememanager jsm,consider replacing pinned tab animation gif with svgs,0,Toolkit,Firefox
200,7956,remove nsiatomservice,convert arrowscrollbox binding to custom element,0,Core,Toolkit
201,5950,run taskcluster generic worker on,add talos builder for qr build,0,Core,Testing
202,634,make developer experience for firefox rust great,third party manifest tracking moz yaml,0,Core,Firefox Build System
203,5242,run taskcluster generic worker on,talos tpaint test should measure performance timing timetononblankpaint instead of onload time,0,Core,Testing
204,3607,offer choice to open natively with content disposition attachment view/show in browser,replace urlbarprovider source with more flexible solution,0,Firefox,Firefox
205,7836,add tool tip like preview of message body to message list item,provide way to open add ons link on thunderbird start page in thunderbird about addons tab,0,Thunderbird,Thunderbird
206,7416,implement pinch to zoom like safari and not like it used to be in firefox,remove access to appcache in insecure context,0,Core,Firefox
207,6327,tracking bug for webvtt implementation,remove support for panel backdrag= true /,0,Core,Toolkit
208,3178,make about support more useful,don prompt to save single character password,0,Toolkit,Toolkit
209,3341,debugger backend api,store pointer to enclosing lazyscript into lazyscript,0,DevTools,Core
210,5877,tracking request for static analysis,make default window build bit one,0,Firefox Build System,Firefox Build System
211,6344,rlbox update rlbox to support library other than graphite,moz can run script may require unnecessary refcount if method return pointer to itself a different type,0,Core,Firefox Build System
212,6136,xul tree widget will be removed from mozilla central,credential saved twice for same origin with differing formactionorigin,0,Thunderbird,Toolkit
213,6441,add various doorhanger tooltips to style editor rule computed view,convert addonconsoleactor to protocol j,0,DevTools,DevTools
214,4506,remove panebutton binding,tracking add ui language selection preference,0,Toolkit,Firefox
215,7951,tracking create basic quality metric instrumentation and graph for webextensions feature,collect some telemetry data related to storage local jsonfile to idbbackend data migration failure,0,WebExtensions,WebExtensions
216,130,coverity static analysis fix,disable spectre mitigation warning for window msvc,0,Firefox Build System,Core
217,4683,browser doesn fit with mac o ui spec apple hig,bookmark view update bookmark,0,SeaMonkey,SeaMonkey
218,5366,web archive save/view support kde/konqueror like war zip tgz tar gz tar jar,fix test interface bit that are testing mechanism not policy,0,Firefox,Core
219,1690,allow creation of iodide notebook via redash,reconfigure iodide gcp server to disable openidc authentication on /api/ using jwt auth instead,1,Cloud Services,Cloud Services
220,536,indicate whether link will open in new window,clear mprevioustimestamp when we skip calling sampleanimations in compositetotarget,0,Core,Core
221,4207,view message body a should be per folder,add junk tab to preference,0,Thunderbird,Thunderbird
222,587,room history tor common,room history air mozilla origin aggregation bug,1,Infrastructure & Operations,Infrastructure & Operations
223,6064,need someway to enable toolbar button when first added by addon,load dialog cs a document stylesheet,0,Toolkit,Toolkit
224,1586,add way for webextensions to let user chose custom action to downloads,enable userscripts api on release channel,0,WebExtensions,WebExtensions
225,2867,coverity static analysis fix,remove in and out from pdfium,0,Firefox Build System,Firefox
226,1714,require `mach try` for submitting to try,build ccov with clang,0,Firefox Build System,Testing
227,2998,seamonkey comm central malfunctions/errors,ensure infra can still ssh to new community system,0,SeaMonkey,SeaMonkey
228,7265,helper app management,devtools support to switch between different first run experience,0,Firefox,Firefox
229,1790,enable asm build on decoder,fortify source test ha bad comparison throw warning,0,Core,Firefox Build System
230,4815,color sampling ring hud over style editor when adjusting color through key binding,implement blackbox http header,0,DevTools,DevTools
231,7155,ability to lock message from all alteration,should remove outer single quote from name part of email address when adding them to address book,0,Thunderbird,Thunderbird
232,6609,generalize kinto blocklist code a remote setting,provide way to use nsidomxul interface with dom node,0,Toolkit,Core
233,1104,make about support show recent crash and link to about crash,telemetry experiment no longer need to check toolkit telemetry enabled,0,Toolkit,Toolkit
235,2076,e mail account should have spell check language preference,no display of current zoom level of message window in statusbar of that window,0,SeaMonkey,Thunderbird
236,7530,implement webextensions api to give access to specific preference,show that tab are hidden,0,WebExtensions,WebExtensions
237,6693,improve view source,add telemetry probe to picture in picture to measure usage,0,Toolkit,Toolkit
238,6140,enable remaining test suite for ccov,generate report of function with no coverage,0,Testing,Testing
239,858,fission mochitest helper,use wpt test set properly in window test platform,0,Core,Testing
240,3716,get mail button ha poor visual feedback,indicate/show in tab that folder ha new message,0,Thunderbird,Thunderbird
241,1822,remote debugging ng,remote debugging ng milestone,1,DevTools,DevTools
242,2437,reconsider use of taskbar grouping useprofile pref,port url classifier client to feature,0,Toolkit,Core
243,3035,use filter bug link where appropriate to display bug id,add delta t column to profile provide last modified timestamp for user,0,Bugzilla,Bugzilla
244,288,debugger inspection,update source reducer to use resource utility,0,DevTools,DevTools
245,6080,helper app management,remove browser newtabpage activity stream enabled and browser newtabpage activity stream abouthome enabled prefs,0,Firefox,Firefox
246,6970,make about support more useful,make new about config accessible,0,Toolkit,Toolkit
247,3868,add downloads button to library panel,remove unused image class= autocomplete icon / from autocomplete binding,0,Firefox,Toolkit
248,5770,remove getter/setter classops,remove xpcom registration for nsnativeappsupportbase,0,Core,Toolkit
249,7654,move icon optimization off main thread,replace xul textboxes with html input in security/manager/pki/resources/content/load device xul,0,Toolkit,Firefox
250,5599,hardening proxy capability parsing,add massive benchmark to raptor for running on window,0,Testing,Testing
251,895,upload symbol for sm build,stop running test on automation with stylo disabled and stylo v gecko task,0,Core,Firefox Build System
252,4156,redirect moved bug to new installation,replace hardcoded component string by field descs component in template,0,Bugzilla,Bugzilla
253,2443,collect coverage for firefox startup and shutdown,mozsystemmonitor add test manifest to testing/mozbase/moz build,0,Testing,Testing
254,4359,rule view show gradient editor tooltip,document setup process for contributor moving from github,0,DevTools,DevTools
255,4015,inspector should have angle tooltip for cs value a appropriate,tooltip of toolbox button should show their shortcut,0,DevTools,DevTools
256,6052,tracking request for static analysis,i diff clone diffoscope from salsa debian org,0,Firefox Build System,Firefox Build System
257,8067,try out leaksanitizer,add ability to optionally load xul reftests in privileged context,0,Core,Testing
258,7572,dns rfc not supported srv record,don allow navigation/redirection in onbeforeunload,0,Core,Core
259,4447,need ability to restrict auto completion to certain address book for account,context menu to copy or move message extra element to create new folder directly from menu,0,Thunderbird,Thunderbird
260,2600,need ability to restrict auto completion to certain address book for account,de xbl convert xbl menulist to custom element,0,Thunderbird,Thunderbird
261,3253,restart in safe mode when in safe mode switch help menu item to say restart with add ons enabled,port bug to seamonkey remove root element binding,0,SeaMonkey,SeaMonkey
262,7051,contextual identity / container bug,remove old update ui,0,Core,Toolkit
263,2774,reset firefox to it default state,investigate code early initializing place connection on startup,0,Firefox,Toolkit
264,2751,use rappor or similar technology to measure user interaction with flash,investigate removal of default width/height for iframes in global cs file,0,Core,Toolkit
265,2319,allow user to override script choice of window,preserve container data on refresh,0,Core,Firefox
266,433,when starting thunderbird it should position on inbox,link newsgroups account identity to emailaccount identity,0,Thunderbird,Thunderbird
267,6355,nuke panel global when toolbox close,add chromeonly method to access also closed shadow root,0,DevTools,Core
268,5660,clang static analysis fix clang analyzer/scan build or clang tidy,treat unused explicit import chromeutils definelazygetter a error,0,Firefox Build System,Firefox Build System
269,7527,automatic login for http authentication,migrate fluent mutationobserver to,0,Toolkit,Core
270,6019,allow horizontally adjacent toolbars with splitter,privacy and security wa security policy pref panel work,0,Core,SeaMonkey
271,5293,drop support for type= timed for textboxes,reference to undefined property crash and adaptersubsysid in aboutsupport j,0,Toolkit,Toolkit
272,6521,tracking code coverage related work,support fenix a app in mozregression,0,Testing,Testing
273,4980,support double tap to zoom in on section on macos,synchronously create windowglobalparent for initial about blank document,0,Firefox,Core
274,4778,safe mode auto detect previous start up failure and offer to start in safe mode,reduce i/o caused by storing page metadata,0,Toolkit,Toolkit
275,2316,photon update product messaging with appropriate tone,expose xpcom ffi for rkv,0,Firefox,Toolkit
276,307,photon make firefox start more quickly,try to precompute bucket range,0,Firefox,Toolkit
277,3829,safe mode starting in safe mode should invoke some kind auto diagnostics,make available and enable password generation on desktop,0,Toolkit,Toolkit
278,8034,helper app management,asr snippet should respect onboarding user pref,0,Firefox,Firefox
